productToken,name,brand,brandToken,retailPrice,currency,rating,reviewCount,badge,isNew,isBestseller,isPromoted,caseSize,minOrderQty,availableUnits,brandCode,basedIn,hasActivePromo,image,url,searchQuery
p_wmtrcuxks9,Elderberry Gummies MINI | Immunity | Honey | Impulse,Carmel Berry Company,b_855ac1nyou,3.98,USD,5.0,12,,0,0,0,,,,HNYMIN,USA,0,"https://cdn.faire.com/fastly/be4113f019b95e6f618e78446ac311b960085a4e3c0106f34a55298dbed10771.jpeg?format=jpg&precrop=2385,2385,x152,y223,safe",https://www.faire.com/product/p_wmtrcuxks9,THC gummies
p_zduhrdpuh3,CBD Muscle Soothe Patch,plant alchemy remedies,b_9cxxv7b6ep,24.0,USD,4.7,19,,0,0,0,1,4,40,CBDPatch101,USA,0,"https://cdn.faire.com/fastly/747a1dccc980c5358200892a0aa7f3e2b654e9dabaf0d13c5abaf0a9d3168cda.webp?format=jpg&precrop=3029,3029,x180,y217,safe",https://www.faire.com/product/p_zduhrdpuh3,THC gummies
p_aan2mfya2u,Magic Berry Gem Drops - Functional Mushroom Gummies,LEUNE Lab,b_3tdvt9wwv6,30.0,USD,,,,0,0,0,10,10,,860011562184,USA,0,https://cdn.faire.com/fastly/1b4de30fbfc4a2cc12e70c6cc4bb49258d9cb336718be10e21f2b7a7799e8009.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_aan2mfya2u,THC gummies
p_hffbwfqk3k,Elderberry Plus Gummies - now with Vitamin D,Everything Elderberry,b_2h5q7fmddh,25.0,USD,4.9,52,,0,1,0,1,4,450,,USA,0,"https://cdn.faire.com/fastly/95770c926b20b2406cf6749f69d157600468951d284c4b7f92b9208e5d393a5c.png?format=jpg&precrop=788,787,x76,y0,safe",https://www.faire.com/product/p_hffbwfqk3k,THC gummies
p_8mmq59gnd5,Electrolyte Gummy Case - 15 gummies/Bag - Case of 10 Bags,GUM'vees,b_7qw8uug8v8,40.0,USD,,,,0,0,0,1,1,,,CAN,0,https://cdn.faire.com/fastly/fad96496123b9491d20bc0b211136f9ffdd5e56cdd2973c8c5a0a696777822b2.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_8mmq59gnd5,THC gummies
p_rw66nk7qhp,Elderberry Gummies 30ct,Whitney’s Best,b_b5jtcgxfc8,15.0,USD,,,,0,0,0,12,12,,762535209945,USA,0,"https://cdn.faire.com/fastly/1b3ed84befdcd3933af06f4314d01c09c9535dc65a5166dd14a8dadd9c5b4864.jpeg?format=jpg&precrop=1503,1503,x265,y444,safe",https://www.faire.com/product/p_rw66nk7qhp,THC gummies
p_d5bqqj7ygr,Creatine Gummies Creatine Monohydrate Supplement,"Legion Athletics, Inc.",b_7z4cg8abyx,49.99,USD,5.0,6,,0,0,0,,,,850065357898,USA,1,https://cdn.faire.com/fastly/0b0e9fc64bc9a8fa05061cc2e20c89169c976c4b1f13f1c91ff6c1b377db8d25.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_d5bqqj7ygr,THC gummies
p_jmhuycjdre,Sea Moss Glow Gummies,Akasha Superfoods,b_4nr5k5wvra,34.99,USD,,1,,0,0,0,12,12,14063,860011893516,USA,0,"https://cdn.faire.com/fastly/755e7b867b6aa5dc292b813f634d03ec23d8a9b18545f8f459997e920886791f.png?format=jpg&precrop=681,681,x57,y77,safe",https://www.faire.com/product/p_jmhuycjdre,THC gummies
p_mz8z6wdkwf,Turmeric Gummies,Infinity Supplements,b_xez9d9m9jq,19.98,USD,,2,,0,0,0,1,1,,,USA,0,"https://cdn.faire.com/fastly/99b4a64add26cc4f20d086380742b7fdbdbfbbd04ea55e044ab01d26e489de8c.png?format=jpg&precrop=1035,1035,x240,y251,safe",https://www.faire.com/product/p_mz8z6wdkwf,THC gummies
p_2f7rnycet7,Creatine Gummies,Sweet Gains,b_yeneyq25xg,19.57,USD,,,,0,0,0,1,8,,,CAN,0,"https://cdn.faire.com/fastly/93a9598c316616b426c626c4ea4dc92ec302be62df53e97793bbe7f4355c6324.jpeg?format=jpg&precrop=3021,3024,x0,y504,safe",https://www.faire.com/product/p_2f7rnycet7,THC gummies
p_w5k3pahq4j,BEST SELLER: Wine Down™ - stress & sleep aid herbal drops,Apothékary,b_2jo44vh8jq,39.0,USD,4.8,39,,0,0,0,6,6,7923,TIC-WND-S030-101411,USA,1,"https://cdn.faire.com/fastly/995565ea0eaf61b11476d2d3b2a73f12c2fac4dbf6a0775700134cf7ad42eb3a.webp?format=jpg&precrop=659,659,x11,y31,safe",https://www.faire.com/product/p_w5k3pahq4j,THC gummies
p_tg9pmu272r,Strawberry Shortcake Berry Sweet Sugared Gummies 3.7oz - 6ct,I Got Your Candy,b_t7v33v7wdu,38.16,USD,4.6,124,,0,0,0,1,1,,611580,USA,0,"https://cdn.faire.com/fastly/ec28e0e65a0091326060995d0b54d4d610e93ef9fdfcd873191f469ad5257bbf.jpeg?format=jpg&precrop=650,649,x35,y0,safe",https://www.faire.com/product/p_tg9pmu272r,THC gummies
p_ecutk4ya9s,Mango Konjac Chews,Pac Pac Snacks,b_wey8udh2pk,5.99,USD,5.0,5,,0,0,0,1,10,,ON-1HKW-LF2J,USA,0,https://cdn.faire.com/fastly/a03704993fb6211d5e3ba23d024246f3c2774fad9444d53c8b42d4c291406764.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_ecutk4ya9s,THC gummies
p_gyggtf8yct,Elderberry Boost Gummies (60 count),Elderberry Boost,b_6c40l41t0x,29.99,USD,5.0,21,,0,0,0,6,6,,4726685401148,USA,0,"https://cdn.faire.com/fastly/039f9d5f5d8d5037bb88c41be46c06fcf8abf2138989a7a1202fb235c9f3691e.png?format=jpg&precrop=2383,2383,x312,y518,safe",https://www.faire.com/product/p_gyggtf8yct,THC gummies
p_62zvcv8fnf,FAVES Blueberry Raspberry Fruit Chews 4 oz,FAVES,b_6uh9pdo09m,4.0,USD,,2,Bestseller,0,0,0,24,24,,860010214022,USA,0,https://cdn.faire.com/fastly/cb1e881f938d00c120e269d6c0d5b99cf2b7f8def319ada847f668fe70e0b6e8.png?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_62zvcv8fnf,THC gummies
p_jwexepp2b3,Mushroom Gummies,Rise-N-Shine Online,b_a3n9yq2vxs,14.99,USD,,,,0,0,0,24,24,5019,,USA,0,https://cdn.faire.com/fastly/ed6b9410939452a3108d4993ea83cd7f01b9c0acb5d7638eb5d249ca97de67db.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_jwexepp2b3,THC gummies
p_h7e2pswd2n,SBO Probiotics Kids | Gummies Berry (30 Gummies),Ancient Nutrition,b_at5l4qlr,19.95,USD,4.9,20,Bestseller,0,0,0,1,1,1197,AGP5951,USA,0,"https://cdn.faire.com/fastly/a875a38e7e7baba3dfb16c23976dc13f5bce96710e6b19383020c413e93c2e1a.png?format=jpg&precrop=1228,1228,x27,y23,safe",https://www.faire.com/product/p_h7e2pswd2n,THC gummies
p_96sakjhf7v,Joint Support Gummies for Active Lifestyles,Harvest Twin Labs,b_rb9sxu9xrs,21.0,USD,4.8,4,,0,0,0,1,1,,38494-848,USA,0,https://cdn.faire.com/fastly/c68af2c7f008e3b94f8c10b8053f5481c1ccb85243bdde3b2ffc71adef7490e7.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_96sakjhf7v,THC gummies
p_kuumam598b,Bucklebury Wild Crafted Irish Sea Moss Gummies,Bucklebury,b_222dx2w1to,28.5,USD,5.0,5,Bestseller,0,1,0,1,6,,15152,USA,0,"https://cdn.faire.com/fastly/f2a3f39dc3121cf973e35dd1b0785d4ab87d28bf0c62608c3d2241ef177b6f26.jpeg?format=jpg&precrop=1079,1079,x0,y0,safe",https://www.faire.com/product/p_kuumam598b,THC gummies
p_r6vznyafbw,Curious Elixir No. 3 Booze-Free Cocktails,Curious Elixirs,b_3opsa00um8,129.0,USD,4.6,81,Bestseller,0,0,0,1,1,619,WCUR3012,USA,0,"https://cdn.faire.com/fastly/51e37fd057ed7fba47ade5b15f69751455b0548dbe32ce8aea06eabd0d74e073.jpeg?format=jpg&precrop=2697,2697,x927,y978,safe",https://www.faire.com/product/p_r6vznyafbw,THC gummies
p_kxwxaxmusz,BOLT Variety 12-Pack,PROBAR,b_6gdl02y9f6,29.99,USD,5.0,8,,0,0,0,1,1,,4366,USA,0,https://cdn.faire.com/fastly/fa506ce7e2e64663f621550299c6091d240d75737c420ef0afd0666efbbd9988.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_kxwxaxmusz,THC gummies
p_vtwwtsbay9,Sea Moss Gummies 8oz,Sea Moss Gummies LA,b_kbvcwcsygz,30.0,USD,,2,,0,0,0,12,12,,196852592098,USA,0,"https://cdn.faire.com/fastly/9bc4c32c54cf38cbd8b2f814efccca44074d03b8e747cb9232a99e509dd12011.jpeg?format=jpg&precrop=2556,2556,x268,y327,safe",https://www.faire.com/product/p_vtwwtsbay9,THC gummies
p_nz43yn24cj,Viral Premium Dubai Chocolate Bar - Best Seller 3.13oz ,Carian's Bistro Chocolates,b_4aqi87ue,13.78,USD,4.7,220,,0,0,0,1,1,,green-dubai-bar,USA,1,"https://cdn.faire.com/fastly/324e8323fdec4ca38cf63c6d10ed38413e2cdd85992bbccafd9551642327396a.jpeg?format=jpg&precrop=1178,1179,x0,y52,safe",https://www.faire.com/product/p_nz43yn24cj,THC gummies
p_jad9y4hrah,Italian Maraschino Cherries | 24 x 42g Mini Jars Bundle,Hotel Starlino Italian Maraschino Cherries,b_m85tfpc3ng,5.99,USD,4.9,48,,0,0,0,24,24,,HSS-10010-CDU,USA,1,https://cdn.faire.com/fastly/6e4226110fbb4f33deeeb75239df83ab5d4001ec4cdc23e13b32dcf349fb76d9.png?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_jad9y4hrah,THC gummies
p_rjs2jqubv6,Premium Mix - Loaded (12oz),Nutsack Nuts,b_15e400ee,15.0,USD,4.9,156,Bestseller,0,1,0,6,6,,PREMIUM-LOADED-001,USA,0,https://cdn.faire.com/fastly/34428929303ec7942b236a72017ead913176aff5d77fef901d627b40c9731722.png?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_rjs2jqubv6,THC gummies
p_mad8wch6mx,B12 Awake Wearable Wellness Patch,The Good Patch,b_4n80l5h8lb,12.0,USD,4.7,19,,0,1,0,,,,TGP-PPD-AWK-13,USA,0,https://cdn.faire.com/fastly/505bf0231c47deafb0cd8649d91a5edc568b29a071cf6c64b43960b52b9e9299.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_mad8wch6mx,THC gummies
p_crum78t7u2,Spirulina Gummies Sea Moss Gummies - Blue-green Spirulina Gu,Healing Drops,b_yyypewmqpm,18.9,USD,,1,,0,0,0,1,10,280,SPIRU-GUM1,USA,0,https://cdn.faire.com/fastly/04ac016d07e118cf455f1a8632eb51b9708e5c110cafa5f63eac102b8b2c58d1.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_crum78t7u2,THC gummies
p_6wfjnyu3e3,CRACK BALLS HABANERO REAPER - Spicy Puffed Snack,BLAZING FOODS,b_c06z7i6mmr,8.0,USD,4.9,130,Bestseller,0,0,0,,,,BF-CRACKBALLS-HATCH,USA,0,"https://cdn.faire.com/fastly/9e78f8d04fbe914d55b3eadcd5471c86739ae1f700b414e194e5bc4f3c35b0f4.jpeg?format=jpg&precrop=3021,3024,x0,y504,safe",https://www.faire.com/product/p_6wfjnyu3e3,THC gummies
p_nudssd8jh6,Turmeric & Ginger Gummies,Complete Natural Products,b_3kz6vxunqm,13.95,USD,5.0,24,,0,0,0,6,6,482,18003,USA,0,"https://cdn.faire.com/fastly/1315dd640b395a998357511f0247b90cfa451a8a5cef1cd9caafd2d66d9d2649.jpeg?format=jpg&precrop=975,975,x116,y128,safe",https://www.faire.com/product/p_nudssd8jh6,THC gummies
p_py4djj8zmb,Pucker Puffs Sour Rainbow Cotton Candy,Fairy Tale Cotton Candy,b_dc87m8880f,5.26,USD,4.9,120,,0,0,0,12,12,,CC05,USA,0,"https://cdn.faire.com/fastly/c1a3c2a1ceab0a6a77bc9db9545ab1406d5d6473b8b11e0bb2c6d894bbf799f0.png?format=jpg&precrop=1049,1049,x0,y0,safe",https://www.faire.com/product/p_py4djj8zmb,THC gummies
p_neanav689y,Oohze Creatine Monohydrate Gummies - Blueberry,Oohze,b_h6q6petgm7,29.99,USD,,,,0,0,0,1,50,996,5065020820385,USA,0,https://cdn.faire.com/fastly/0bd6f49dd24e9975e97199134dd9b2b8ba0b3c464b57e5ab115e06d26a31ca87.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_neanav689y,THC gummies
p_g67k3s9fhr,Organic Sea Moss Gummies,Sea Moss Me Now,b_tc5tw5aecx,30.0,USD,,,,0,0,0,1,1,3,78495649492,USA,0,https://cdn.faire.com/fastly/0776522762465a93e849c9da09329ed6132b5ecb9bcc3c193ebdc0a3d2971da7.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_g67k3s9fhr,THC gummies
p_4mxhdmv3ck,All-Natural Elderberry Gummies,Elderosa Elderberry,b_rxaqy653b6,18.0,USD,,,,0,0,0,1,1,,,USA,0,"https://cdn.faire.com/fastly/697eaf49d8f1f5891340a8305dfdc425df18b637bc55e9b9584e480a0881c8c2.jpeg?format=jpg&precrop=1882,1882,x89,y81,safe",https://www.faire.com/product/p_4mxhdmv3ck,THC gummies
p_6uvn2cbnbv,Shilajit Gummies | Maca Root & Black Cohosh - 60ct,Amu Nutrition,b_ut2ap48zuv,35.99,USD,5.0,11,,0,0,0,1,1,25,,USA,0,"https://cdn.faire.com/fastly/7bc5492f1d636e8798351e46316a5f966c3d8d32adcbb618baf6c0da833b6935.jpeg?format=jpg&precrop=630,630,x99,y86,safe",https://www.faire.com/product/p_6uvn2cbnbv,THC gummies
p_ew9sv6hkdx,CBD Bath Bomb 200mg - Eucalyptus / Recharge ,CBDfx,b_3l2ykx82s5,7.99,USD,,1,,0,0,0,1,6,,812577037989,USA,0,https://cdn.faire.com/fastly/21f3f9f440e6fed704e2e64e065019654e774e03777039e78cfd6f810a645c2b.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_ew9sv6hkdx,THC gummies
p_vb93cwkwdr,MAJU Black Seed Oil Gummies (90ct),Maju Superfoods,b_4a3bb7kqpe,27.99,USD,3.6,7,,0,0,0,10,10,1815,,USA,0,https://cdn.faire.com/fastly/77015d6b9fee30f7f9448a789ee641b43036fe04bfe72ac1c1a146bbb9f52f70.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_vb93cwkwdr,THC gummies
p_44wgr4gxg4,COWBOY CRUNCH Chocolate Bar *NEW*,Compartes Chocolate,b_5oinc6f9,11.95,USD,4.8,181,Bestseller,0,0,0,12,12,,,USA,0,"https://cdn.faire.com/fastly/b057c79660e90ebf51ba0a083e7a8d85bd4a987fb87ab1f24f7a29b7f7c84204.webp?format=jpg&precrop=1298,1300,x0,y81,safe",https://www.faire.com/product/p_44wgr4gxg4,THC gummies
p_3umhz6davy,Goli Beets Cardio Gummies,O&O,b_b9q3zwzfhj,25.0,USD,,,,0,0,0,1,5000,,,CAN,0,https://cdn.faire.com/fastly/6a3c0370500ae3a6fc227f3babd6656cd259b6a88bffd5313e430f7a17fa9330.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_3umhz6davy,THC gummies
p_hphbps8wck,Viva Naturals Kids Elderberry Gummies – 8-in-1 Daily Immune ,Viva Naturals,b_aft2i0u8o4,11.0,USD,,,,0,0,0,1,1000,10000,7021,CAN,0,"https://cdn.faire.com/fastly/4f60deee8ebd70f226d4163e1013e48f85c8e8b7fd9890ae997248c5573b677c.jpeg?format=jpg&precrop=1122,1123,x0,y188,safe",https://www.faire.com/product/p_hphbps8wck,THC gummies
p_7jtgtnb4bw,Qunol Natural Magnesium Vegetarian Gummy 250mg 60ct,Qunol,b_i6yycgb13x,20.32,USD,,,,0,0,0,1,1,,11812GNAT60N,USA,0,https://cdn.faire.com/fastly/61d828c852d742a2bec11fc83fd456c9e9f2adc5c1d90abb26c840003915886d.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_7jtgtnb4bw,THC gummies
p_pjptcncbp5,Sleep Magnesium Gummies,Natural Stacks,b_dbhysg8xp8,16.95,USD,,2,,0,0,0,1,1,,MAGSLEEP-30,USA,0,"https://cdn.faire.com/fastly/ff36c8ca87877e8ec04ad7db2c02ba71b6f14c2257ad15f54742aac5dbacf478.png?format=jpg&precrop=3162,3162,x697,y614,safe",https://www.faire.com/product/p_pjptcncbp5,THC gummies
p_ueanq2r92z,"No. 1 - Artisanal Crackers, Case of 12",FLOUWER CO.,b_4fqb6djyc1,12.0,USD,5.0,192,Bestseller,0,1,0,12,12,,00850015051197,USA,0,https://cdn.faire.com/fastly/f1863c6339c02b8210dc3f938d051462e4871604a062c59e2be1382d477f6396.png?format=jpg,https://www.faire.com/product/p_ueanq2r92z,THC gummies
p_brm96djt7h,Probiotic Soda Variety Pack - No Added Sugar; Hand-Crafted,Good Wolf Beverages,b_dotknahtto,4.99,USD,4.9,19,Bestseller,0,0,0,12,12,,,USA,0,https://cdn.faire.com/fastly/2fe8c49bab7aeb3a9c6ce1e61348352df67c10df1bd1841c53103eb64591c4d6.jpeg?format=jpg,https://www.faire.com/product/p_brm96djt7h,THC gummies
p_96gkejb3h6,The New Rainbow Pack (Six-Pack 2 oz Variety),Issei Mochi Gummies,b_tcb8x4chbk,29.94,USD,5.0,29,,0,0,0,4,4,,,USA,0,https://cdn.faire.com/fastly/be05f9b42158e6bbf134c998da7841ac0771850eecb59ddd41c53dbe2299686f.jpeg?format=jpg,https://www.faire.com/product/p_96gkejb3h6,THC gummies
p_u5z7x5fbm6,Arid Paan Jar Of 60 Pcs,Paanmasti,b_5tuzdh6xwk,120.0,USD,,,New,1,0,0,1,12,50,RD-PN-JAR-OF,USA,0,https://cdn.faire.com/fastly/62d76acb304b0e47a65b7a1446da5217d0b1e4ea284f87fce24d6262be2b33b4.webp?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_u5z7x5fbm6,THC gummies
p_s8dbuj88z5,HA Gummy 60 mg,Hyalogic,b_eo720r8b2i,23.95,USD,,1,,0,0,0,,,,,USA,0,https://cdn.faire.com/fastly/3103a90980a2539c3e7b3c6aae6ea0e8370c513375f18be8cef1068932f5b783.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_s8dbuj88z5,THC gummies
p_a38dcbsdct,"Alien Smoking Weed Neon Print Sign, Alien 420 Led Light",Glow Neon,b_fs85dpqd7h,178.0,USD,4.8,92,,0,0,0,,,,,USA,0,"https://cdn.faire.com/fastly/027fd3c897016f1f02382799b2fd37e17dda7ce94ca52244507ef5dafc7d32a6.jpeg?format=jpg&precrop=959,960,x0,y160,safe",https://www.faire.com/product/p_a38dcbsdct,THC gummies
p_zjf7t5gt7q,SuperNova Women's Libedo Gummy,Liberee,b_m9bvcankv4,70.0,USD,,,,0,0,0,6,6,100,SNW,USA,0,"https://cdn.faire.com/fastly/a1573480a548dfbd09d7aa75274842195e58aa3967b44fd40c73d5721356a1c3.jpeg?format=jpg&precrop=828,828,x611,y262,safe",https://www.faire.com/product/p_zjf7t5gt7q,THC gummies
p_uawhhm7hp5,Natural Sleep Support Gummies – Passion Fruit Flavor,theLifeSupps.com,b_p3cy6ba66d,24.9,USD,,,,0,0,0,1,1,,VOX4SLPW,CAN,0,"https://cdn.faire.com/fastly/a223b7ee733d4d8571a3647d74ceba3666485470f8b925b6cd26736596d7fcbc.jpeg?format=jpg&precrop=1709,1709,x52,y43,safe",https://www.faire.com/product/p_uawhhm7hp5,THC gummies
p_4ammc3b59e,Daily Sleep Gummies 60 Count,SuperMush,b_59ve2pphvj,39.99,USD,4.6,12,Bestseller,0,0,0,6,6,8477,GYSLBR60,USA,0,https://cdn.faire.com/fastly/969ed2c33513955a15bd8aede45dcc55149dfcfb261f13535ce15834266670fd.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_4ammc3b59e,THC gummies
p_yhe2pkbeeb,"Magnesium Sugar Free Gummies, 60 Raspberry Flavored Gummies ",Advanced Nutrition by Zahler,b_6u0uwhtouq,24.95,USD,,2,,0,0,0,1,1,245,ZA-04141,USA,0,https://cdn.faire.com/fastly/13f2dd283f6c5905a404d933b2abe89aafc1892e2f05387730e06a364d3623a6.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_yhe2pkbeeb,THC gummies
p_er4inzkvqv,Kids Probioitcs Organic - Gummies,LoveBug Probiotics,b_8y9u9bu1c0,20.95,USD,5.0,10,,0,1,0,3,3,,KGP-200-30,USA,0,https://cdn.faire.com/fastly/9394205369dd52622d59d23a119c070dba4381d67cc44df6e7b0145601b2db90.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_er4inzkvqv,THC gummies
p_zg2fbazvpj,Melatonin 5mg Gummy,SaBio Therapeutics,b_txr74sg45k,6.7,USD,,2,,0,0,0,1,32,,SBMG5,USA,0,"https://cdn.faire.com/fastly/3855139c65efcb1939e1c6ac298288ce0a01335e402baa614b256405f1b27f04.png?format=jpg&precrop=2585,2585,x193,y395,safe",https://www.faire.com/product/p_zg2fbazvpj,THC gummies
p_zysbhuvuhc,Soultox Energy Gummies - Strawberry,Lucky Soul,b_b1xv5i9cm1,44.98,USD,5.0,7,,0,0,0,10,10,42,656421052366,USA,0,"https://cdn.faire.com/fastly/3867797e88b50309cb9fdf13a3e7cf81893227addf36f8983ae45c6f25ec3201.jpeg?format=jpg&precrop=2905,2905,x83,y570,safe",https://www.faire.com/product/p_zysbhuvuhc,THC gummies
p_8pfpwcsu25,Fiber Gummy,Hilma,b_bbn97gq1ch,26.0,USD,,2,,0,0,0,12,12,,FBGM,USA,0,"https://cdn.faire.com/fastly/50b6533d42a6c0fce5689d1b95771d1b4af32d70376b70b8aac945f34d58aa6b.jpeg?format=jpg&precrop=1776,1776,x1487,y969,safe",https://www.faire.com/product/p_8pfpwcsu25,THC gummies
p_t2yg7bq7w6,Drømme Calm - Zero Proof Elixir (Founder Edition),Drømme,b_9mt4qypy9d,40.0,USD,5.0,39,Bestseller,0,0,0,4,4,,Calm- Founder Edition,USA,0,"https://cdn.faire.com/fastly/790d245dae53ff54d6ab107816c5a21456b8283a8ae1fd11d2de536efde60680.jpeg?format=jpg&precrop=2511,2513,x0,y565,safe",https://www.faire.com/product/p_t2yg7bq7w6,THC gummies
p_twt4bcna3h,Cold Pressed Black Seed Gummies,GlassWing Organics,b_3snjcgv9tu,26.0,USD,5.0,3,,0,0,0,1,10,,,USA,0,https://cdn.faire.com/fastly/b069294e1a7ab7a9bee784edb648bb08d7fe84bba86bbb04831253c61f197fc4.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_twt4bcna3h,THC gummies
p_pbv3tqp48p,Best Shilajit Ever™ Citrus Ginger Gummies - 52 Count,Pure Indian Foods,b_3jwg1sw28f,74.99,USD,5.0,257,,0,0,0,1,1,186,SHIG-CG,USA,1,"https://cdn.faire.com/fastly/b39b2c33997a48fce9f717a0111e45a75d9a645c260daea4b088f26322f9dbed.jpeg?format=jpg&precrop=1180,1180,x19,y218,safe",https://www.faire.com/product/p_pbv3tqp48p,THC gummies
p_xpwn2c2as5,Apple Cider Vinegar Gummies,BUBS Naturals,b_596ybc06kh,18.95,USD,5.0,3,,0,0,0,12,12,,BACV01,USA,0,https://cdn.faire.com/fastly/cb5f4ec36c9631c964677cc283863e0ce4f87c43d3b6fedf532ec27f5a384d45.png?format=jpg,https://www.faire.com/product/p_xpwn2c2as5,THC gummies
p_pp94fswkxj,"BigMouth Pets ""Prescription"" Treat Jar",BigMouth Inc,b_6qajwqdzz3,12.99,USD,4.6,91,,0,0,0,4,4,1327,23-BPT-5104,USA,0,"https://cdn.faire.com/fastly/ea486a69dfdc75737242f18326af4db171bb6f52d269bfca7109ce920c142474.jpeg?format=jpg&precrop=1306,1306,x327,y260,safe",https://www.faire.com/product/p_pp94fswkxj,THC gummies
p_wb3nmzqwwf,Hair & Skin Gummies,Blu Atlas,b_ekt6xr9xc7,45.0,USD,5.0,6,,0,0,0,1,1,3353,BA-HAIRSKINGUMMIES-001,USA,0,"https://cdn.faire.com/fastly/f3e086bfcaf83aefccdfd4dd75288810957ff1d2e6b30277ba53377b495dca7c.jpeg?format=jpg&precrop=1024,1024,x495,y563,safe",https://www.faire.com/product/p_wb3nmzqwwf,THC gummies
p_x6ur3j6x2h,Biotin Gummies,Pete & Pedro,b_dav98cgi,25.0,USD,4.9,33,,0,0,0,1,1,,Biotin Gummies,USA,0,"https://cdn.faire.com/fastly/58e914d0afaa2f1c407487c27dc6c1247db96a076bd072a59c2f774ecdb32caf.jpeg?format=jpg&precrop=467,467,x6,y7,safe",https://www.faire.com/product/p_x6ur3j6x2h,THC gummies
p_5xjmn5yvwu,Arctic Farms Garden Freeze Dried French Beans (Real Veggie),Arctic Farms,b_aw87ese2tm,7.0,USD,4.9,28,,0,0,0,,,,Garden_French_Beans_Small_0.3oz,USA,0,https://cdn.faire.com/fastly/0fb3d24bec7470e331c7a23ee5343480b7fdcc7c30888758f09428b170fb1656.jpeg?format=jpg,https://www.faire.com/product/p_5xjmn5yvwu,THC gummies
p_9zmuvk4kmh,Shilajit Pure Natural Organic 16 oz Bottle,AfroCosmetics & Culture,b_z39gbcyae4,171.98,USD,4.5,18,,0,0,0,,,,,USA,0,"https://cdn.faire.com/fastly/af70c410ba1a73f7c74a0553341a2a5ad00bf04faf8effc5d2d0ab1e8332880d.jpeg?format=jpg&precrop=3021,3024,x0,y504,safe",https://www.faire.com/product/p_9zmuvk4kmh,THC gummies
p_aq7u59hk6e,Sugar Free Blueberry Cobbler Syrup,Jordan's Skinny Mixes,b_2mvbnj1udh,8.99,USD,4.8,1607,Bestseller,0,0,0,6,6,21582,2268771,USA,0,https://cdn.faire.com/fastly/648a7701ed4868648310477fa050cacb57a29112cec086c3e25fcf37fb351a83.png?format=jpg,https://www.faire.com/product/p_aq7u59hk6e,THC gummies
p_vr3n2kfcdm,"Adulting Sucks Black tea, 20 Servings, Flavoured Tea Blend",Improper Co. (No duties | Ships from CAN/USA),b_qftxx3cskn,12.95,USD,4.8,21,,0,1,0,6,6,,ICLLP16,CAN,0,"https://cdn.faire.com/fastly/ff9e5c3a6534b53bff65eef58b613f07c83f47f1f39217b7b6f8f1320fb548a3.jpeg?format=jpg&precrop=1298,1298,x23,y80,safe",https://www.faire.com/product/p_vr3n2kfcdm,THC gummies
p_q83794p3kx,CBD Balm,Neurogan CBD,b_4qzo6hgx6n,65.0,USD,5.0,13,Bestseller,0,0,0,1,5,999633,US-FB400,USA,0,"https://cdn.faire.com/fastly/f87ed365d047e441ef12a46c46364fc8a54c743591a776b6e40d0342cf55421d.jpeg?format=jpg&precrop=1263,1263,x356,y420,safe",https://www.faire.com/product/p_q83794p3kx,THC gummies
p_4bczruhm2q,Bambrew - Panda Tea Infuser,Fred & Friends,b_deb3a134,12.5,USD,4.9,196,Bestseller,0,0,0,6,6,2499,5327927,USA,0,https://cdn.faire.com/fastly/eac2fab2026ea849ffb2e5cca75b0ff867465c84c6d440f3a09ab0992ef6d34f.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_4bczruhm2q,THC gummies
